claim,evidenceUrl,snippet,relevance,labelDescription
"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",https://www.politifact.com/factchecks/2016/aug/29/republican-party-florida/republican-party-florida-facebook-post-misses-mark/,"Says Hillary Clinton ""voted to raise taxes on workers earning as little as $41,500."" true barely-true. Taxes",1,Refutes
"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",https://www.revenue.wi.gov/TaxForms2021/2021-Form1-Inst.pdf,"College Savings Account – The subtraction for contributions to a. Wisconsin state-sponsored college savings account is increased to. $3,380 per",0,Refutes
"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",https://www.revenue.wi.gov/TaxForms2021/2021-Form1NPR-inst.pdf,"engagement (for example, migrant workers or students). □ Armed forces personnel Increase the amount of income tax withheld from your 2022 pay.",0,Refutes
"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",https://www.tax.ny.gov/pdf/2017/inc/it203i_2017.pdf,"to a small increase in the city income tax rates. However, this has unused credit from a prior year for wages paid to employees within. IT-601.",0,Refutes
"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",https://www.tax.ny.gov/pdf/2018/inc/it201i_2018.pdf,allocate all or a portion of your personal income tax refund to a NYS 529 account. amount increased for taxpayers with New York adjusted gross income,0,Refutes
Houston is the most diverse city in America,https://abc13.com/houston-diversity-wallethub-most-diverse-cities-in-america/10531439/,"Finance website WalletHub released its report on 2021's Most Diverse Cities in America, and Houston tops out not only as the most diverse city,",1,Supports
Houston is the most diverse city in America,https://houston.culturemap.com/news/city-life/04-20-21-houston-most-diverse-city-in-america-wallethub-dallas-fort-worth-austin-san-antonio-plano/,"But now, a new study sheds some good news on the Bayou City, as Houston has once again claimed its title as the most diverse city in America",1,Supports
Houston is the most diverse city in America,https://patch.com/texas/houston/houston-named-most-diverse-city-u-s-recent-survey,"Houston Named The Most Diverse City In The U.S. In Recent Survey - Houston, TX - According to a WalletHub.com survey, Houston is the most",1,Supports
Houston is the most diverse city in America,https://wallethub.com/edu/most-diverse-cities/12690,"Main Findings ; 1, Houston, TX, 71.87, 96, 31 ; 2, Jersey City, NJ, 71.7, 25, 1",1,Supports
Houston is the most diverse city in America,https://www.chron.com/life/article/Houston-is-the-7th-most-diverse-city-in-the-US-14996002.php,"Houston named the No. 7 ""most diverse"" city in the nation, according Houston named the No. 7 ""most diverse"" city in the nation, according to a",1,Refutes
Houston is the most diverse city in America,https://www.click2houston.com/news/local/2021/04/26/houston-named-nations-most-diverse-city-report-says/,"A recent study found Houston, among three other Texas locations, to be one the most diverse cities in the nation.",1,Supports
Houston is the most diverse city in America,https://www.governing.com/community/houston-is-the-nations-most-diverse-city-report.html,"The report found that overall, the most diverse city was Houston, Texas, with a total score of 71.8; the least diverse was Provo, Utah, with only 55.38 points.",1,Supports
Houston is the most diverse city in America,https://www.houston.org/news/houston-still-most-diverse-city-nation-report-finds,A new report finds Houston remains the most diverse city in the nation. Several studies in recent years have shown the Bayou City at the top,1,Supports
Houston is the most diverse city in America,https://www.houstonchronicle.com/business/texas-inc/article/After-closing-2-15-billion-in-deals-last-17204580.php,"Swapnil Agarwal knows what it’s like to live in a blue-collar community. As an immigrant teenager growing up in west Houston, his family’s apartment was burglarized three times. Whenever there was a murder in the crime-ridden complex, the owners just changed the property name, he said. Those early experiences motivated him to launch his own apartment company in 2013 with the goal of providing safe, clean and affordable housing for working families.

Nearly a decade later, Agarwal, 41, has built his firm, Nitya Capital, into a major player in Houston’s apartment market with nearly 20,000 apartments nationally and $3 billion worth of assets under management, including commercial properties. Last quarter, Nitya Capital closed on more than $2 billion worth of transactions, and it’s on track to close $4 billion to $5 billion in deals this year, the company said.

Nitya Capital is transforming its portfolio — selling hundreds of assets in Houston to diversify and grow in other states. It’s also expanded into the student housing sector, adding 8,000 beds in a string of deals in less than a year.",1,Supports
Houston is the most diverse city in America,https://www.houstoniamag.com/news-and-city-life/2021/04/houston-is-the-most-diverse-city-in-america,"According to a report from WalletHub, which was released Monday, Houston is the most diverse city in the U.S., narrowly beating out the rest of",1,Supports
Houston is the most diverse city in America,https://www.houstonpublicmedia.org/articles/shows/town-square/2022/05/17/425221/history-of-asians-and-asian-americans-in-houston/,"May is AAPI Heritage Month. AAPI stands for Asian American and Pacific Islander – a community that has deep and diverse roots here in Houston.

Listen

Town Square with Ernie Manouse airs at 3 p.m. CT. Tune in on 88.7FM, listen online or subscribe to the podcast . Join the discussion at 888-486-9677, questions@townsquaretalk.org or @townsquaretalk .",0,Supports
Houston is the most diverse city in America,https://www.inspirock.com/trip/6-days-in-houston-and-san-jose-itinerary-in-june-a27eb97cb-34cc-46df-aa1d-af84e9d47b45,"Although urban sprawl remains synonymous with Houston, most of the city's tourist attractions lie within the relatively small downtown area, surrounded by diverse neighborhoods housing the nation's biggest African-American, Asian-American, and Latino communities.

Start off your visit on the 19th (Sun): see the interesting displays at Space Center Houston . Get ready for a full day of sightseeing on the 20th (Mon): get curious at The Houston Museum of Natural Science , test your problem-solving skills at popular escape rooms, and then stroll around Buffalo Bayou Park To see more things to do, other places to visit, where to stay, and other tourist information, go to the Houston trip planner.Sydney, Australia to Houston is an approximately 21-hour flight. The time zone difference when traveling from Sydney to Houston is minus 16 hours. Plan for much warmer temperatures traveling from Sydney in June, with highs in Houston at 39°C and lows at 28°C. Finish up your sightseeing early on the 20th (Mon) so you can catch the flight to San Jose.",0,Supports
Houston is the most diverse city in America,https://www.inspirock.com/trip/8-days-in-houston-and-superior-itinerary-in-june-a276382e0-b3b5-46d0-8167-542396a3f993,"Route

Superior is a city in, and the county seat of, Douglas County in the state of Wisconsin. Kick off your visit on the 6th (Mon): admire the majestic nature at Pattison State Park and then brush up on your military savvy at Richard I. Bong Veterans Historical Center . On the next day, Head underground at Ice Caves , admire the majestic nature at Amnicon Falls State Park , and then go for a walk through Wisconsin Point To see more things to do and other tourist information, use the Superior trip itinerary builder Use themodule to find suitable travel options from Houston to Superior. Prepare for cooler weather when traveling from Houston in June: high temperatures in Superior hover around 22°C and lows are around 9°C. Finish up your sightseeing early on the 8th (Wed) so you can travel back home.",0,Supports
Houston is the most diverse city in America,https://www.latimes.com/nation/la-na-houston-diversity-2017-htmlstory.html,"The high school is in southwest Houston, a city whose stunning growth and high-volume immigration have turned it into the most racially and",0,Supports
Houston is the most diverse city in America,https://www.telegraph.co.uk/travel/icons-of-the-sky/best-things-to-do-houston-texas/,"With no fewer than seven cultural districts, visitors to Houston can find world-class art alongside epicurean and family-friendly delights

If you thought Houston was a city of double-barrelled oil men in ten-gallon hats, think again. Behind its rash of steely, ozone-piercing skyscrapers and mile-wide streets, Houston is a hotbed of arts, culture and fantastic cuisine.

With a thriving arts, music and theatre scene – the Houston Symphony Orchestra, Houston Ballet and Grand Opera are all based here – plus some 70 art galleries and museums, Houston is an enriching artistic sundae.",0,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.bbc.com/news/entertainment-arts-37032321,Hurricane Katrina was the costliest natural disaster in US history. The makers of American Crime Story are to follow their Emmy-nominated,1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.britannica.com/event/Hurricane-Katrina,"The hurricane and its aftermath claimed more than 1800 lives, and it ranked as the costliest natural disaster in U.S. history. The storm that would later ...",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.fema.gov/disaster/historic,"Throughout FEMA's history there have been disasters that have caused of Hurricane Katrina faced criticism, which caused a significant",0,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.funtrivia.com/trivia-quiz/History/Its-a-Disaster-361576.html,"Most Recent Scores May 28 2022 : Guest 167: 8/10

May 28 2022 : jrroecks: 9/10

May 25 2022 : Guest 209: 9/10",0,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.funtrivia.com/trivia-quiz/History/Worst-US-Natural-Disasters-247704.html,Complete answer key & fun facts are displayed below the quiz.,0,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.history.com/news/hurricane-katrina-facts-legacy,"Katrina is the costliest U.S. hurricane in history. The Data Center, a New Orleans-based research organization, estimated that the storm and",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.iii.org/sites/default/files/1007Katrina5Anniversary.pdf,"Hurricane Katrina was the costliest hurricane, as well as one of the history of the global insurance industry, causing an estimated $41.1 billion in.",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.kiplinger.com/slideshow/business/t019-s001-most-expensive-natural-disasters-in-u-s-history/index.html,"Wind, water, fire and drought have all wreaked havoc on the United States. What's been the worst? · 1. Hurricane Katrina (2005), $172.5 Billion in Damage · 2.",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.msn.com/en-us/weather/topstories/this-is-what-hurricane-season-was-like-the-year-you-were-born/ss-AAWSP72,"By Tara Santora

|

The fast winds, rapid rainfall, and huge storm surges of hurricanes make this natural disaster responsible for many deaths and millions of dollars worth of damage each year. Capable of triggering flash floods, mudslides, and tornadoes, even weak hurricanes can cause extensive destruction to property, infrastructure, and crops. Other hurricanes remain at sea and never make landfall, limiting the destruction they cause. Advancements in technology, particularly satellite imaging, have greatly improved warnings and advisories that prompted live-saving evacuations. But not all lives can be spared.",0,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.nationalgeographic.com/environment/article/hurricane-katrina,"Hurricane Katrina was the costliest storm in U.S. history, $10 billion for disaster relief aid while much of the world began criticizing",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.ncei.noaa.gov/access/billions/dcmi.pdf,"For all United States hurricanes, Hurricane Katrina (2005, $180.0B*) is the costliest storm on record. Hurricane Harvey (2017, $143.8B*) ranks second, ...",1,Supports
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.scientificamerican.com/article/rebuilt-new-orleans-levees-saved-lives-and-property/,"Hurricane Ida, which cut a path of destruction from Louisiana to New in U.S. history and the world's costliest natural disaster in 2021.",0,Refutes
Hurricane Katrina was the costliest natural disaster in the history of the world.,https://www.worldvision.org/disaster-relief-news-stories/2005-hurricane-katrina-facts,"5 Hurricane Katrina, one of the worst natural disasters in U.S. history. it remains the costliest hurricane in U.S. history.",1,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://ideaexchange.uakron.edu/cgi/viewcontent.cgi?article=1758&context=honors_research_projects,"Regarding the issue of racial disparities existing in the imprisonment rate, there are an. Race, ethnicity. % of U.S. population. % of U.S. incarcerated.",0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://reliefweb.int/report/rwanda/guide-relief-development-advocacy-efforts-interaction-member-agencies,* indicates agencies with field offices. New information is listed in brackets. COUNTRY INDEX. BURUNDI. Action Against Hunger (AICF/USA)*.,0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://reliefweb.int/report/rwanda/rwanda-situation-report-no-16-guide-advocacy-development-and-humanitarian-efforts,"This is, in effect, a service that will benefit not only the young people, but their entire community. Kibungo was selected because the need",0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://sao.texas.gov/Reports/Main/01-019.pdf,"However, they were involved in 47 percent of all assault-related employee injuries in fiscal year 2000. To ensure the continued operation of Texas prisons ...",0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://www.econstor.eu/bitstream/10419/216336/1/dp13024.pdf,There are several approaches to estimating incarceration rates. year-olds being incarcerated in adult prisons more commonly in the,0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://www.herox.com/factcheck,Want to compete? There are TWO DAYS left to submit the written description of your solution in order to be eligible for the Fact Checking Speed Test! · What do I ...,0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://www.legis.nd.gov/files/committees/66-2019/21_5028_03000appendixb.pdf,"There were no RFP Amendments for 530.7-2019. available to the inmate population, both while incarcerated and upon release. 1984-1985.",0,Supports
"In 1984 there were 682,800 adults in prison in the USA",https://www.legislature.mi.gov/documents/publications/GeneralAppropriations/GA2009-2010.pdf,"The People of the State of Michigan enact: operations of state government, there is appropriated for the various state departments and",0,Refutes
"In 2012 there were 3,282,570 bee colonies in America.",http://www.usmodernist.org/PS1966phone.pdf,328-2570. 328-2568 Bartley Olive B Mrs .327-1640. 122CaravanPSpgs. 327-5158 42470EVeldtRanchoMirage.328-2802 CLARA BEE LODGE hotl COLONY THE hotl.,0,Supports
"In 2012 there were 3,282,570 bee colonies in America.",https://drum.lib.umd.edu/bitstream/handle/1903/20385/Steinhauer_umd_0117E_18629.pdf?isAllowed=y&sequence=1,"high levels of colony loss experienced in the USA and around the world, there is demand for a better understanding of the drivers of colony",0,Refutes
"In 2012 there were 3,282,570 bee colonies in America.","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_US/usv1.pdf",Recognizing that participating in the census is their responsibility and gives them Colonies of Honey Bees – Inventory and Honey Sales: 2017 and 2012 .,0,Supports
"In 2012 there were 3,282,570 bee colonies in America.",https://www.tandfonline.com/doi/full/10.1080/00218839.2018.1494914,"Managed honey bees are a crucial component of many countries' Across the country the census accounts for 3,282,570 colonies in the USA in 2012.",1,Supports
"In 2012 there were 3,282,570 bee colonies in America.",https://www.tandfonline.com/doi/pdf/10.1080/00218839.2018.1494914,"Across the country the census accounts for 3,282,570 colonies in the USA in 2012. The most recently available total for the USA is annual peak honey bee colony ...",1,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://hechingerreport.org/more-high-school-grads-than-ever-are-going-to-college-but-1-in-5-will-quit/,"While the proportion of U.S. high school graduates enrolling in college At some types of institutions, they're flat or getting worse,",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://pubmed.ncbi.nlm.nih.gov/25250561/,Knowing versus doing: education and training needs of staff in a chronic care hospital unit for individuals with dementia J Gerontol Nurs. 2014 Dec;40(12):26-,0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://ucanr.edu/blogs/blogcore/postdetail.cfm?postnum=26230,"The share of Hispanics enrolled in public schools has almost In 2014, 24.9 million public school students were white – about twice the",1,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.cdc.gov/pcd/issues/2016/15_0395.htm,"Nevertheless, disparities were evident in 2013–2014. Most US public schools participate in the National School Lunch Program (NSLP) (11)",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.cde.state.co.us/dropoutprevention/2015dropoutpreventionpolicyreport,"(2014). Median Earnings in the Past 12 Months by Educational Attainment for non-graduates, more than half were still enrolled in school or attained a",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.census.gov/quickfacts/PA,"81.6%. Black or African American alone, percent(a) High school graduate or higher, percent of persons age 25 years+, 2016-2020, 91.0%.",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.dshs.texas.gov/chs/healthstatustexas2014.pdf,"In its broadest form, a review of the state's health status is extremely Prevalence of High School four years old who were enrolled in the Texas.",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.epi.org/publication/inequalities-at-the-starting-gate-cognitive-and-noncognitive-gaps-in-the-2010-2011-kindergarten-class/,"On the other hand, students in 1998 entered school in years of Cognitive flexibility: ability to sort a series of picture cards",0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624026/,Interventions were conducted across a range of patient Providing diabetes education to just the individual with type 2 diabetes could,0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834391/,Children and adolescents with ADHD are more likely to experience a and a co-occurring disorder (American Academy of Child and Adolescent,0,Supports
In 2014 81.6% of American teenagers were enrolled in some sort of education.,https://www.propublica.org/article/ferguson-school-segregation,"But if Brown's educational experience was a success story, it was a damning one.",0,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://en.wikipedia.org/wiki/HIV/AIDS_in_Africa,Sub-Saharan Africa alone accounted for an estimated 69 percent of all people living with HIV and 70 percent of all AIDS deaths in 2011. In the countries of sub- ...,1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0207005,Methods The AIDS Impact Module of the Spectrum software was used to 79% were living in LMICs and 64% resided in sub-Saharan Africa.,1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://stacks.cdc.gov/view/cdc/37628/cdc_37628_DS1.pdf,Another risk factor for HIV infection in sub-Saharan Africa is mother-to-child transmission of HIV. Although the use of ART in pregnancy can,1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://worldpopulationreview.com/country-rankings/hiv-rates-by-country,"Africa displays a higher prevalence of HIV than any other continent, with an estimated average of 3.9% (anywhere from 3.3-4.5%) of the population living ...",1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://worldpopulationreview.com/country-rankings/hiv-rates-by-country,"HIV, or human immunodeficiency virus, is a disease that weakens a person's immune system by attacking CD4 cells, which help the body fight off infection.",0,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.mdpi.com/2309-608X/5/3/75/htm,Namibia is a sub-Saharan country with one of the highest HIV infection rates in the world. Although care and support services are available that cater for ...,1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4493077/,The largest number of estimated AIDS-related deaths in 2013 was in Nigeria and South Africa; the death rate was 65 and 31 per 1000 people living,0,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6538552/,"Keywords: HIV, Family planning, Sub-Saharan Africa, Health facility surveys In 2016, there were 36.7 million people living with HIV/AIDS",1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6787647/,Namibia is a sub-Saharan country with one of the highest HIV infection rates in the world. Although care and support services are available,1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.state.gov/wp-content/uploads/2019/08/South-Africa-10.pdf,"The maternal mortality ratio is an estimated 310 maternal deaths per 100,000 live births (2008) . HIV and its related.",1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.theglobalfund.org/media/1472/replenishment_2013resultsandimpact_report_en.pdf,"The Global Fund to Fight AIDS, Tuberculosis and Malaria estimated to receive it in sub-Saharan Africa, an increase from less than 5 percent in.",1,Supports
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.unaids.org/sites/default/files/media_asset/20121120_UNAIDS_Global_Report_2012_with_annexes_en_1.pdf,"Asia, where 1.0% of adults were living with HIV in 2011. have occurred in the Caribbean (42%) and sub-Saharan Africa (25%).",1,Refutes
"In 2014, in Sub-Saharan Africa there were an estimated 1,300,000 pregnant women living with HIV.",https://www.unicef.org/media/49751/file/Children_and_AIDS_Seventh_Stocktaking_Report_2016_EN.pdf,"pregnant women living with HIV, an estimated. INTRODUCTION. UNICEF is mandated by the United Nations. General Assembly to advocate for the protection.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",http://www.geraldgrain.com/news/story.php?id=13899283,"18 Carrots for Fresh Market Area Planted and Harvested, Yield, Production, Price, and Value - States and United States: 2013-2015.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",http://www.stanag.org/pdf/cropreport/cropreport2017.pdf,"of Stanislaus County's agricultural production and highlights some of Ton. $840. $267,000. Bean Straw. 2017. 8,400. Ton. $35. $294,000.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/525886/AUK-2015-26may16.pdf,Agriculture in the United Kingdom (AUK) 2015 fulfils the requirement under Production of sugar beet fell by 33% to 6.2 million tonnes.,0,Refutes
"In 2015 the USA produced 294,000 tonnes of carrots",https://downloads.usda.library.cornell.edu/usda-esmis/files/02870v86p/n009w4740/9c67wq616/VegeSumm-02-04-2016.pdf,Leading Fresh Market Vegetable States in 2015 . Vegetable Production and Value by Crop – United States: 2013-2015 (metric tons).,0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://ec.europa.eu/environment/forests/pdf/palm_oil_study_kh0218208enn_new.pdf,"Figure 19: World average CPO production costs, ex-mill, versus prices, US$ per tonne 103. Figure 20: Palm oil production by country .",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.cdfa.ca.gov/Statistics/PDFs/2020_Ag_Stats_Review.pdf,"production in the U.S. and organic sales continue tangerines, and carrots were the largest percentage 1,000 Acres 1,000 Tons.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.cdfa.ca.gov/statistics/PDFs/2018-2019AgReportnass.pdf,"and values are from the United States Department Carrots, Processing 3 Agricultural production value is from crop year 2015.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.cosb.us/home/showpublisheddocument/624/637199530427470000,"The county produces a variety of commodities and is one of the top On January 9th 2015, Ron Ross officially 3,382 12.88 43,548 tons.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.nass.usda.gov/Publications/Todays_Reports/reports/vegean18.pdf,"Principal Fresh Market Vegetable Area Planted and Harvested, Utilized Production and Value – States and. United States: 2015 .",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.osti.gov/servlets/purl/840231,"Protection Agency through the U.S. Department of Energy under Contract energy savings by 2015, economics, and environmental performance,",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.stanag.org/pdf/cropreport/cropreport2017.pdf,"The value of agricultural commodities produced last year in Stanislaus County increased Ton. $840. $267,000. Bean Straw. 2017. 8,400. Ton. $35. $294,000.",0,Supports
"In 2015 the USA produced 294,000 tonnes of carrots",https://www.stanag.org/pdf/cropreport/cropreport2017.pdf,"of Stanislaus County's agricultural production and highlights some of Ton. $840. $267,000. Bean Straw. 2017. 8,400. Ton. $35. $294,000.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://gabriel-zucman.eu/files/GBJZ2022.pdf,"We combine survey data, tax data, and firm financial statements to study the evolution of the geographical allocation of US firms' profits",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://scglegal.com/wp-content/uploads/2018/02/2012-Utrecht-Wall-Of-Debt-Single-Spread.pdf,"1.2 The $550bn LBO refinancing wall dollar funding to European issuers, the Graph 6: European LBO loans due to mature 2012-2016, by country.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://think.ing.com/articles/bidens-billions-a-sustainable-shift/,US President Joe Biden signed the $1.2tn bipartisan objective of the infrastructure bill – with around half of the $550bn new spending,0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.balfourbeatty.com/redirects/2021-annual-report-and-accounts/,"US$550bn is additional new federal spending), and the £650bn National Infrastructure. Strategy in the UK. As a trusted partner to.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.balfourbeatty.com/redirects/2021-annual-report-and-accounts/,"US$550bn is additional new federal spending), and the £650bn National Infrastructure. Strategy in the UK. As a trusted partner to.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.blackrock.com/institutions/en-au/insights/fiscal-spending-and-policy,"U.S. fiscal spending and central bank policy outlook In Latin America, for Institutional Investors and Financial Intermediaries Only",1,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.blackrock.com/institutions/en-nl/insights/fiscal-spending-and-policy,"U.S. fiscal spending and central bank policy outlook In Latin America, for Institutional Investors and Financial Intermediaries Only (Not for public",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.goldmansachs.com/insights/pages/indian-equities-f/indian-equities-report.pdf,Opportunities for investors and financial intermediaries. While Indian equities have US$12bnof passive buying from benchmarked funds.,0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.gspublishing.com/content/research/en/reports/2015/03/10/57204424-720c-47b6-878e-0ff205d03d66.pdf,"Money transmitter innovators in the US and Europe ecosystem comprised of financial institutions and intermediaries, technology vendors,",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.hsbc.com/-/files/hsbc/investors/investing-in-hsbc/all-reporting/group/2017/2q/hsbc-holdings-plc/170731-interim-report-2017.pdf,"Receivables finance is an area where During that time, he has not only helped HSBC savings allow us to fund new digital and.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.imf.org/Publications/fandd/issues/2019/09/tackling-global-tax-havens-shaxon,"Until the 2008 financial crisis, tax havens were generally seen as exotic That has contributed to a dramatic decline in average corporate tax rates,",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.imf.org/external/pubs/ft/fandd/2019/09/tackling-global-tax-havens-shaxon.htm,"Until the 2008 financial crisis, tax havens were generally seen as exotic That has contributed to a dramatic decline in average corporate tax rates,",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.kkr.com/sites/default/files/KKR_Insights_32-170111.pdf,"Bloomberg consensus estimates as at December 31, 2016. Source: KKR Global Macro & Asset Allocation analysis of various factors that contribute meaningfully to ...",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.kkr.com/sites/default/files/KKR_Insights_32-170111.pdf,"Reregulation of financial intermediaries will likely wane, and as.",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.oecd.org/daf/fin/private-pensions/Private-financing-and-government-support-to-promote-LTI-in-infrastructure.pdf,"Data indicate the existence of a large funding potential among (traditional, i.e. banks and non- traditional, i.e. other institutional investors)",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.oecd.org/daf/fin/private-pensions/Private-financing-and-government-support-to-promote-LTI-in-infrastructure.pdf,"Data indicate the existence of a large funding potential among (traditional, i.e. banks and non- traditional, i.e. other institutional investors)",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.oecd.org/finance/OECD-Pooling-Institutional-Investors-Capital-Unlisted-Equity-Infrastructure.pdf,"government-led initiatives and revised unlisted infrastructure funds that are following OECD bodies: the Committee on Financial Markets, the Insurance",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.oecd.org/finance/OECD-Pooling-Institutional-Investors-Capital-Unlisted-Equity-Infrastructure.pdf,"government-led initiatives and revised unlisted infrastructure funds that are following OECD bodies: the Committee on Financial Markets, the Insurance",0,Supports
"In 2016, the USA contributed $550bn to the financial intermediary funds.",https://www.worldbank.org/en/news/press-release/2020/04/22/world-bank-predicts-sharpest-decline-of-remittances-in-recent-history,Remittances flows into Latin America and the Caribbean grew 7.4 percent to The cost of sending money from high-income OECD countries to,0,Supports
"In America, in June 1901, the average temperature was 16.6C.",http://controller.nv.gov/uploadedFiles/controllernvgov/Content/FinRpts/CAFR/FY95All.pdf,"Comprehensive Annual Financial Report. Forthe Fiscal Year Ended June 30, 1995. Table of Contents lcontinued). General Govemmental Expenditur6 and othe. Us€6 ...",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://answeregy.com/what/what-state-has-the-coldest-weather-year-round.php,"Florida is the hottest state in the U.S. with an average annual the summer months of June, July, and August from 1901 to 2000 using .",0,Supports
